Date,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,BA,BAC,BMY,CMCSA,CRM,CSCO,CVX,DAX,DIS,GOOGL,GSK,HD,HON,IBM,INTC,JNJ,JPM,KO,MA,MCD,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PYPL,SAP,SIEGY,SNY,T,TM,TSLA,TSM,TXN,UNH,V,VZ,WMT,XOM
2019-01-03,-0.09960715969946665,-0.032948913480046915,-0.047194493804395665,-0.03414193713529745,-0.03949775164397018,-0.015216114509947087,-0.025241497784936007,-0.039869093911210296,-0.016025891594700692,-0.13264131183351902,0.00785614332038076,-0.03799342706991293,-0.036368097294740664,-0.01915253418288465,-0.012738974422001448,-0.024226834699824673,-0.027695653513747476,-0.0013201645443168264,-0.022040422974274998,-0.013350450026388239,-0.01996360621813953,-0.0550125206909724,-0.01589062051950174,-0.014211586565167855,-0.006178979810716467,-0.04511459569977572,-0.006588780843494124,-0.020505183424247675,-0.03678797158489333,0.013225765883911222,-0.017688214601004115,-0.06041715738019415,-0.009730279400425368,-0.009333634314212969,-0.02797727761227997,-0.007011440556943471,-0.042682258450255084,-0.037507607816451904,-0.023988510006050845,-0.00979942724316274,0.0013542548182705616,-0.014017864383639611,-0.03147171266518323,-0.05914537064047998,-0.05897289568069419,-0.027270232100818137,-0.03603668191372866,0.0035701005847081912,-0.005142552192244465,-0.015353670470453551
2019-01-04,0.04268930524378134,0.03221699314042059,0.028541529946492394,0.03888352212675672,0.048632385913668585,0.03418343296024284,0.05006399867375011,0.05204243158306254,0.04153103093770283,0.039228894600995545,0.03377588218983729,0.05797556112912239,0.04504520691497493,0.020723798806099314,0.040344259446032815,0.03084732475309604,0.0512935754971342,0.020883050215825483,0.029713735105667105,0.034980856471468647,0.039057493852034275,0.06136178189231978,0.016783555974692055,0.03686518261583038,0.019939827484535266,0.04735616468397086,0.0193255589157042,0.030118844824826407,0.046509348800441774,0.09723449089322656,0.02611650949019273,0.06406763565069729,0.043099419333025635,0.02050611045560502,0.02283561224678876,0.020410421551301017,0.050919728245211404,0.03435998305593513,0.039618471032378144,0.008953731859800529,0.025693030889756052,0.04430878119009907,0.0576973909120706,0.017752930067750583,0.04522941851868789,0.011695340484817462,0.04308135106722166,0.0024902306368874694,0.006245701731379505,0.036869461051308505
2019-01-07,-0.002226019413156477,0.014595418359298673,0.014975453855750498,0.00347332263278588,0.013572624927244314,0.01345683983129331,0.03435341415874271,0.00314909822063858,-0.0007820622506427011,0.03241597122219164,-0.010611733353791286,0.030878474191953886,0.006756583185759224,0.012994028007420999,-0.0019845684581948353,0.008667091936486848,-0.001994270682543764,0.004919961182803023,0.019698209070405204,0.005571486998808384,0.007074697522438722,0.0046590301931281886,-0.006414834248675838,0.0006951560789678624,-0.013033488469709975,0.007693756633383897,0.010881475183642353,-0.011013682810697922,0.0012754088796966823,0.05971700297843019,0.014333760051862265,0.05294066848075474,0.015842516342135626,-0.008598916186219885,0.005349073409821381,-0.004000267362450072,0.007650442654357326,0.009823653570264712,-0.005292937802508835,-0.014011935070096015,0.018127968098908376,0.012945756108788453,0.05436123871697496,0.007434888748894641,0.01722274708961624,0.0019195440095864935,0.018032167733433635,0.006387615603687502,0.011772608693813913,0.0052004789218120795
2019-01-08,0.019063110365889147,0.004647506245194277,-0.012006312453375245,0.025289679710403412,0.014917553218572355,0.012823799705740546,0.01661235994563981,0.037853278666085455,-0.0019560277524445224,-0.008675914222410985,0.008185104096986251,0.02460975931626197,0.008099856778298387,-0.004364848003516775,0.008699258531062126,0.007778654863105139,0.008783177835046674,0.006441424327062517,0.004801072101869641,-0.0020684478177177557,0.014219119326201568,0.006324001804607793,0.023226554875923844,-0.0018855537797338728,0.011288617704016568,0.007282026555996746,0.002108670424263659,0.007424445086029463,0.007250567040972822,0.0156338958997726,0.013338715290444503,-0.02489531667770406,0.009062378575484864,0.009586631016714753,0.00462637639999719,0.003690534567805992,0.020361171481107387,0.01564533066160445,0.0015963464499220148,0.013026997580706468,0.012625567946326965,0.00849273408364093,0.0011642764023440666,-0.008231597164240267,-0.0012698998508517967,0.013370504960877883,0.005438800692381118,0.02926641996932422,0.0069810279643338635,0.007270626490241794
2019-01-09,0.016981819692537092,-0.03282304071320474,0.01669111898434661,0.005029872208976993,0.011818807317188984,-0.0011963969923647344,0.0017143547179709895,0.009690604719300167,0.009800378025649703,-0.01687844032193664,0.009518565671870372,0.0018528978190990308,-0.005509546615603322,0.013420483327815758,0.015605852227216443,0.011218751903887325,-0.0034274177392328298,0.003584317331755349,0.010343491934430293,0.0046634066538238095,0.007177011826976942,0.005655506548363887,-0.007925682813544888,-0.0016903614859363758,-0.01916587186923513,0.01815064844105807,-0.0017166334618149426,-0.007632712624171756,0.01429961508939237,-0.0009679257165132737,-0.0018247715798094255,0.019666510100703638,-0.0020886441276491974,-0.02794371929027628,-0.002072134564385819,-0.0163312345843305,0.009582932725596516,0.013627172177408386,0.007968852894697287,-0.0004675965661221637,-0.016492883106061784,0.004987332372885733,0.009482625353500751,0.01917565324511772,0.019707790148837168,0.0014388222892436353,0.011768927887728875,-0.012582693724061511,-0.003256311784245125,0.0052748274709912835
2019-01-10,0.0031962065408213114,0.004441594568127094,-0.005184228865764529,0.007883564649727726,0.009939309643959504,0.011528634129633675,-0.0019284287379283116,0.02553595769866268,-0.0011648143778091313,0.011445752718924451,-0.006655621725280114,0.007192189557235995,-0.0018465229595910904,0.00158928575101136,-0.006470015794193262,0.0011538371906525402,-0.0026071065342503363,0.004081412577225718,-0.0037277765178498345,0.01495757666370734,0.0091142922430556,0.011455960020813949,0.006049887533414733,-9.954542938583888e-05,0.010736550806588196,0.006027096248563346,0.006988794100818652,-0.012332450321587252,-0.006425692888114121,0.014689374711060132,-0.0022193851418890187,0.018586212172658767,0.0008371374476445759,0.00614002476430775,-0.023765752891804603,0.0024188954572543775,0.012841919121093781,0.00672178122446998,0.004567829269717327,0.0018713652418940185,0.009966813534329155,0.012772532689647065,0.019023398389568458,0.02274664962140771,0.015378181299088522,0.005048426178393628,0.0018785712451694359,0.009640443194679937,0.0007377179715903903,-0.005109212817227982
2019-01-11,-0.009818065231779194,0.0012469242801886882,0.0036190325162535064,-0.00537347632116969,-0.0009252690278418463,-0.010459894686194904,-0.009455231305329326,0.0008223704719745317,0.011659439310351516,0.0056577035850406965,-0.005304327757286509,0.003468510533950697,0.005781711625161501,-0.008021129036046903,-0.0073259741576824355,-0.0013298267459761481,-0.013310758837012271,0.000508306201872033,0.001954643652990473,-0.002831256768949131,-0.0027096325368449747,0.007619536471116017,0.00030855161547194143,-0.004781337637998928,0.005736110240961212,-0.005330996139713662,0.004516802618954818,0.005638728492643574,-0.007721944804062186,0.039826256791514636,-0.004972686422951678,0.024788468132310948,0.009828524349349888,9.257381449456759e-05,0.013472038237033912,0.006580974906029713,-0.0005512174646687962,-0.01316041171030602,-0.02011196807146931,-0.00910593002208604,0.015460144898703287,0.004659023544119512,0.0066383165769237085,0.005216946523831201,0.008903066801154047,0.01143451260769246,-0.004399078884387286,0.00729164138398164,-0.0012635537549032794,-0.004580130817100847
2019-01-14,-0.015036945039653027,-0.0284272716995414,-0.010723308369174234,-0.008890197860542126,-0.01258684678910571,-0.018847080454908238,-0.014232985793521946,-0.007197415786524219,0.013062067174983705,-0.0004166203048173722,0.003929281886243974,-0.010166045198073181,-0.0064384643423637256,-0.0072863975433196115,0.0028699721733627115,-0.0020416823484488145,-0.01217505083957604,-0.019553220192165544,-0.0033444289526847193,0.0018196899481477402,-0.008809452905030879,-0.011853666492038673,-0.011329541414388133,0.010309113489939792,-0.004013466062895432,-0.0023992747413101867,-0.006305935372407312,-0.02042684628401059,-0.007295742633702584,-0.01377408675294467,0.0006574386903661633,0.010817497901992157,-0.002277857400916905,-0.0077661763730551,-0.011893702443856569,-0.006755883562289067,-0.0024269301378921915,-0.008531213721292508,0.00017856829958695641,-0.018614364851061604,-0.008098432761779795,0.002558564768569749,-0.03703280470952408,-0.023217918846204944,-0.022923235145589804,0.001574779995515696,-0.006953584906176147,0.00017237679229764602,0.001159621731772864,-0.0012547635950445057
2019-01-15,0.02046685835463058,0.00873071360234956,0.032225173441326804,0.013523937326488378,0.03325376506200439,0.013212608796407066,0.035462313843586335,0.005365976138209216,0.006825862093712054,0.036481156830114214,0.0016773366951312596,0.021499481848936908,0.01874579900923168,0.0035803188390446383,-0.00040852571334126786,-0.005870837319903677,0.03328546535453447,0.011396151778953811,-0.01308635111351697,0.001162721844078618,0.01113038182645476,0.005170513750511807,0.008418932497976872,0.007331169673527649,0.00890764710311398,0.005577412983615915,-0.0011036924238283508,0.015401080255734945,0.02900550482769093,0.06517694493875137,0.023524790539269924,-0.0037889363385933406,0.008126791877917983,0.01556087456736277,0.008496571258032048,0.009434934859202881,0.012938163938924108,0.013055111485898552,-0.0008922042972648869,0.014165619039558486,-0.0006530852205920423,0.007097849860280947,0.029994027272290946,0.007830103832269009,0.013495105934750784,0.03551551018353849,0.0017506263051130233,0.0012063490119491593,0.013691386635934055,0.000558373335442397
2019-01-16,0.012216415732896335,0.0005843873930195809,-0.009223834310840284,0.006739843138312773,-0.0016917134059944994,-0.0024573181504263797,0.005505997778829874,-0.000511077506883284,0.07156306658737366,-0.011866387083878882,0.0019535573196673983,-0.004356921674619096,-0.0013632640713011623,-0.006421599218972895,0.000408692674807698,-0.007605509909136776,0.0027610921175773573,-0.016389272979516867,0.0032300296340028734,0.00181476048874063,-0.0009035198342109974,-0.009670653448185296,-0.010204033449650263,0.008064409382397164,-0.013664033322363323,0.006360638433379195,-0.009225344326363016,0.0014769009264721245,0.0035234399465422506,-0.0091642224953713,-0.002567726242025392,-0.006872511349722443,-0.006614535118040776,-0.005963818396876319,-0.014509664067704042,-0.006955813037142766,-0.011462832312818527,-0.0017571081660602283,-0.006787094811938177,-0.0007102481259037008,-0.0013069077766767467,-0.004909685802825248,0.004703414429845898,-0.011098905756232957,-0.004711721842429073,0.017868977497222938,0.0,-0.017555887369473,0.0010390772043513685,-0.00041861385844288446
